customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend
7409-jurkq,female,0,yes,no,53,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),111.8,5809.75,no,48+,107.58796296296296
3247-mhjkm,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,20.2,no,0-6,10.1
1964-svlea,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.7,415.9,no,12-24,19.804761904761904
4587-nukox,female,0,no,no,3,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,79.1,246.5,yes,0-6,61.625
7297-dvyga,female,0,no,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,996.95,no,48+,19.172115384615385
2239-cgbuz,female,0,yes,no,51,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),60.5,3145.15,no,48+,60.48365384615385
0854-uyhzd,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,265.3,no,12-24,18.95
7243-lcggz,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.9,20.9,no,0-6,10.45
8267-kfgyd,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,21.05,21.05,no,0-6,10.525
4890-vmuav,male,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,no,electronic check,71.5,4576.3,no,48+,71.5046875
9261-wdcaf,male,0,no,no,3,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,mailed check,54.65,189.1,no,0-6,47.275
3764-mnmoi,male,0,no,no,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.2,908.15,no,24-48,19.322340425531916
7442-ygzfk,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,49.8,no,0-6,24.9
0420-bwtpw,male,0,no,yes,8,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.5,215.2,yes,6-12,23.91111111111111
8229-bujhx,female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.5,1500.95,no,48+,20.84652777777778
7449-hvpiv,male,0,yes,yes,55,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.4,5099.15,no,48+,91.05624999999999
5504-wsiur,female,0,no,no,70,yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),90.25,6385.95,no,48+,89.94295774647887
8183-onmxc,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.75,159.45,yes,0-6,53.15
8466-pzblh,male,0,yes,yes,67,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,no,bank transfer (automatic),104.6,6885.75,no,48+,101.26102941176471
9614-rmgha,male,0,yes,no,65,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),91.85,5940.85,yes,48+,90.01287878787879
8735-ijjeg,male,0,yes,no,14,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),50.2,668.85,no,12-24,44.59
0564-muuqk,female,0,yes,yes,20,yes,yes,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),95.5,1916.2,no,12-24,91.24761904761905
5054-iexzt,male,0,no,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.35,75.35,yes,0-6,37.675
5834-aspwa,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.45,75.45,yes,0-6,37.725
0701-rfgfi,female,0,yes,yes,49,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.4,4613.95,no,48+,92.279
0019-efaep,female,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,bank transfer (automatic),101.3,7261.25,no,48+,99.46917808219177
5619-ptmik,female,0,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,53.1,2459.8,no,24-48,52.336170212765964
3737-xbqdd,male,0,no,no,24,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),84.85,2048.8,no,12-24,81.95200000000001
5882-cmazq,female,0,yes,yes,5,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic check,34.25,163.55,no,0-6,27.258333333333336
5846-qfdfi,female,0,yes,yes,33,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,credit card (automatic),88.6,2888.7,no,24-48,84.96176470588235
4445-kwokw,female,0,no,no,42,yes,yes,dsl,yes,yes,no,no,no,no,one year,yes,bank transfer (automatic),60.15,2421.6,no,24-48,56.31627906976744
3511-appbj,male,0,no,no,23,yes,no,fiber optic,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),99.95,2292.75,no,12-24,95.53125
7967-hycde,male,0,no,no,8,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.7,553.4,no,6-12,61.48888888888889
2430-rryuw,male,0,no,no,66,yes,no,dsl,yes,yes,no,no,no,no,one year,yes,mailed check,54.8,3465.7,no,48+,51.72686567164179
3948-xhgna,male,0,no,no,24,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),49.55,1210.4,yes,12-24,48.416000000000004
3723-bfbgr,male,1,no,no,24,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),54.8,1291.3,no,12-24,51.652
0565-iycgt,male,0,no,no,69,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),78.6,5356.45,yes,48+,76.52071428571428
5447-wzafp,female,0,no,no,53,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,mailed check,100.3,5200.8,no,48+,96.31111111111112
5110-chopy,female,0,no,no,60,no,no phone service,dsl,yes,no,yes,no,yes,yes,two year,no,electronic check,53.6,3237.05,no,48+,53.06639344262295
5445-utodq,female,0,yes,no,7,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.1,576.65,yes,6-12,72.08125
4425-owhwb,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),19.35,433.75,no,12-24,20.654761904761905
7892-qvykw,female,0,yes,yes,23,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.6,1868.4,no,12-24,77.85000000000001
9675-icxct,male,0,yes,yes,72,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,80.8,5728.55,no,48+,78.47328767123288
1024-vrzhf,male,0,yes,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,825.7,yes,6-12,68.80833333333334
4703-mqykt,male,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,390.4,no,12-24,17.745454545454546
9497-qcmms,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.55,93.55,yes,0-6,46.775
5692-icxlw,male,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.7,2845.15,no,24-48,88.9109375
0602-dduml,female,0,no,no,57,yes,no,dsl,no,yes,yes,yes,yes,no,two year,no,mailed check,69.75,3894.4,no,48+,67.1448275862069
2208-mpxio,female,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.0,886.4,no,24-48,19.269565217391303
1960-uycnn,male,0,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.25,1021.55,no,6-12,92.86818181818181
0348-sdkol,female,0,yes,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),102.1,5885.4,yes,48+,99.75254237288135
3190-fzatl,male,0,no,yes,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,268.4,no,12-24,17.89333333333333
7336-rllrh,male,0,yes,no,27,yes,yes,dsl,yes,no,no,yes,yes,yes,one year,no,mailed check,80.85,2204.35,no,24-48,78.72678571428571
4373-mavjg,female,0,yes,yes,14,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),90.9,1259.0,yes,12-24,83.93333333333334
8901-hjxtf,female,0,yes,yes,12,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,29.2,309.1,yes,6-12,23.77692307692308
7710-jsyoa,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),93.3,6398.05,no,48+,91.40071428571429
5419-klxbn,female,0,yes,yes,25,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),89.15,2257.75,yes,24-48,86.83653846153847
3424-nmnbo,male,1,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,108.85,6287.25,yes,48+,106.5635593220339
9885-mfvsu,female,0,yes,yes,35,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,yes,credit card (automatic),46.35,1662.05,no,24-48,46.168055555555554
4514-gfcfi,female,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.75,1350.15,yes,12-24,79.42058823529412
0607-mvmgc,male,0,yes,yes,45,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),78.75,3600.65,no,24-48,78.275
3365-saigs,female,0,no,no,17,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,83.55,1329.15,no,12-24,73.84166666666667
9828-aoqlm,female,0,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.7,45.7,yes,0-6,22.85
8022-becsi,male,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.6,422.5,no,12-24,18.369565217391305
8000-reiqb,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.95,69.95,yes,0-6,34.975
9993-lhieb,male,0,yes,yes,67,yes,no,dsl,yes,no,yes,yes,no,yes,two year,no,mailed check,67.85,4627.65,no,48+,68.05367647058823
0266-clzkz,female,0,yes,yes,67,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),105.65,6717.9,no,48+,98.79264705882352
7615-esmyf,female,0,yes,no,2,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic check,44.6,97.1,yes,0-6,32.36666666666667
3858-vobet,male,0,no,no,23,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,1710.45,yes,12-24,71.26875
7020-ozkxz,female,1,no,no,9,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),75.5,637.4,no,6-12,63.739999999999995
3977-qcrsl,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,117.95,no,0-6,19.658333333333335
0017-dinoc,male,0,no,no,54,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,no,credit card (automatic),45.2,2460.55,no,48+,44.73727272727273
1447-pjgga,female,0,no,no,57,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,95.25,5464.65,yes,48+,94.21810344827585
8565-clbzw,male,0,no,no,24,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,89.85,2165.05,yes,12-24,86.602
9139-wqqdy,female,0,yes,yes,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,mailed check,100.45,4941.8,yes,48+,98.836
0224-hjapt,male,0,no,no,5,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,47.15,223.15,yes,0-6,37.19166666666667
8086-ovpwv,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.2,181.1,yes,0-6,60.36666666666667
9430-frqoc,female,0,no,yes,4,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,87.1,341.45,yes,0-6,68.28999999999999
7639-oplng,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),79.25,5731.85,no,48+,80.73028169014086
3074-gqwyx,male,0,no,no,5,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.9,357.75,yes,0-6,59.625
1492-qgclu,male,0,yes,yes,53,yes,yes,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,85.7,4616.1,no,48+,85.48333333333333
6845-rgtys,female,0,yes,no,47,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,98.75,4533.7,yes,24-48,94.45208333333333
7328-owmom,female,0,no,yes,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.1,589.25,no,24-48,18.4140625
4418-lzmsv,male,0,yes,yes,13,yes,no,dsl,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),61.8,750.1,no,12-24,53.57857142857143
5155-azqpb,female,0,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.9,1410.25,no,24-48,48.62931034482759
8861-hggkb,female,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.45,830.85,yes,6-12,75.53181818181818
1087-gruyi,male,0,yes,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.4,743.5,no,24-48,19.064102564102566
7065-yunry,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.3,45.3,yes,0-6,22.65
7694-vlbwq,male,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,electronic check,104.1,7040.85,yes,48+,103.54191176470589
2546-kzaat,male,0,yes,no,52,yes,no,dsl,yes,yes,no,no,yes,yes,one year,yes,mailed check,75.4,3865.45,no,48+,72.93301886792453
0181-ritdd,male,0,yes,yes,62,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,108.15,6825.65,no,48+,108.34365079365078
5989-pgkjb,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,86.25,1340.1,no,12-24,78.82941176470588
4795-ktrth,female,1,yes,no,5,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.0,371.65,yes,0-6,61.94166666666666
8272-onjlv,male,0,no,no,12,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,no,electronic check,95.7,1184.0,no,6-12,91.07692307692308
1488-pbljn,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.85,8477.7,no,48+,116.13287671232878
0308-giqjt,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),105.75,7382.85,no,48+,102.53958333333334
3778-foaqw,female,0,yes,no,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.15,456.85,no,12-24,18.274
4452-rohmo,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,331.6,no,12-24,20.725
6481-ogdoo,male,0,yes,no,67,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),90.6,6056.15,yes,48+,89.06102941176471
3090-letty,male,0,no,yes,2,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),60.95,134.6,no,0-6,44.86666666666667
5349-azpew,female,0,yes,yes,5,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.05,125.5,no,0-6,20.916666666666668
3753-tsemp,female,0,yes,no,15,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,88.15,1390.6,yes,12-24,86.9125
8305-vhzbz,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,20.2,yes,0-6,10.1
9720-jjjor,male,0,yes,yes,41,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,bank transfer (automatic),60.3,2511.3,no,24-48,59.792857142857144
8100-hzzlj,female,0,no,yes,43,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,63.95,2737.05,no,24-48,62.20568181818182
8775-erlnb,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,74.3,74.3,no,0-6,37.15
8309-ieyjd,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.6,70.6,no,0-6,35.3
9172-jitsm,female,0,yes,yes,26,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.8,2361.8,yes,24-48,87.47407407407408
6298-qdfnh,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.35,1730.35,yes,12-24,75.23260869565217
7398-hpyzq,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),90.55,6404.0,no,48+,88.94444444444444
3546-gheae,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.45,165.35,no,6-12,20.66875
7361-ypxfs,female,1,no,no,28,yes,yes,dsl,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),64.45,1867.6,no,24-48,64.39999999999999
6557-bzxlq,male,1,no,no,16,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.65,1043.3,no,12-24,61.370588235294115
2550-qhzgp,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,128.6,no,6-12,16.075
7519-jtwqh,female,0,no,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.5,7455.45,no,48+,106.50642857142857
2538-oimxf,female,0,no,yes,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.7,24.7,no,0-6,12.35
8543-msdmf,male,0,no,no,3,yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,77.4,206.15,no,0-6,51.5375
9961-jbnmk,male,1,no,no,21,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),96.8,2030.3,yes,12-24,92.28636363636363
1170-sasml,female,0,yes,no,69,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),85.4,5869.4,no,48+,83.84857142857142
